tipo_base,base,variavel,tipo_dado,qtd_registros,qtd_validos,qtd_ausentes,pct_ausentes,qtd_valores_unicos,eh_numerica,eh_identificador
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_energia_rede_publica,int64,38990,38990,0,0.0,374,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_esgoto_rede_publica,int64,38990,38990,0,0.0,309,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_banheiro,int64,38990,38990,0,0.0,314,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_banheiro_pne,int64,38990,38990,0,0.0,273,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_biblioteca,int64,38990,38990,0,0.0,241,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_sala_leitura,int64,38990,38990,0,0.0,190,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_lab_ciencias,int64,38990,38990,0,0.0,135,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_lab_informatica,int64,38990,38990,0,0.0,245,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_quadra_esportes,int64,38990,38990,0,0.0,254,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_quadra_esportes_coberta,int64,38990,38990,0,0.0,202,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_refeitorio,int64,38990,38990,0,0.0,290,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_cozinha,int64,38990,38990,0,0.0,376,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_internet,int64,38990,38990,0,0.0,348,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_internet_alunos,int64,38990,38990,0,0.0,191,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_internet_administrativo,int64,38990,38990,0,0.0,300,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_computador,int64,38990,38990,0,0.0,361,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_dependencias_pne,float64,38990,27850,11140,28.57142857142857,156,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_acessibilidade_rampas,int64,38990,38990,0,0.0,228,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_acessibilidade_corrimao,int64,38990,38990,0,0.0,171,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_acessibilidade_pisos_tateis,int64,38990,38990,0,0.0,104,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_com_acessibilidade_vao_livre,int64,38990,38990,0,0.0,196,True,False
Painéis integrados completos,Ensino Médio,qtd_escolas_publicas_sem_acessibilidade,int64,38990,38990,0,0.0,189,True,False
Painéis integrados completos,Ensino Médio,matriculas_basica_publica,float64,38990,33420,5570,14.285714285714285,11838,True,False
Painéis integrados completos,Ensino Médio,matriculas_anos_iniciais_publica,float64,38990,33420,5570,14.285714285714285,6498,True,False
Painéis integrados completos,Ensino Médio,matriculas_anos_finais_publica,float64,38990,33420,5570,14.285714285714285,5825,True,False
Painéis integrados completos,Ensino Médio,matriculas_ensino_medio_publica,float64,38990,33420,5570,14.285714285714285,4599,True,False
Painéis integrados completos,Ensino Médio,matriculas_eja_publica,float64,38990,33420,5570,14.285714285714285,3216,True,False
Painéis integrados completos,Ensino Médio,matriculas_educacao_especial_publica,float64,38990,33420,5570,14.285714285714285,1682,True,False
Painéis integrados completos,Ensino Médio,docentes_basica_publica,float64,38990,33420,5570,14.285714285714285,2459,True,False
Painéis integrados completos,Ensino Médio,docentes_anos_iniciais_publica,float64,38990,33420,5570,14.285714285714285,1194,True,False
Painéis integrados completos,Ensino Médio,docentes_anos_finais_publica,float64,38990,33420,5570,14.285714285714285,1297,True,False
Painéis integrados completos,Ensino Médio,docentes_ensino_medio_publica,float64,38990,33420,5570,14.285714285714285,1101,True,False
Painéis integrados completos,Ensino Médio,docentes_eja_publica,float64,38990,33420,5570,14.285714285714285,681,True,False
Painéis integrados completos,Ensino Médio,docentes_educacao_especial_publica,float64,38990,33420,5570,14.285714285714285,1880,True,False
Painéis integrados completos,Ensino Médio,turmas_basica_publica,float64,38990,33420,5570,14.285714285714285,2077,True,False
Painéis integrados completos,Ensino Médio,turmas_anos_iniciais_publica,float64,38990,33420,5570,14.285714285714285,1067,True,False
Painéis integrados completos,Ensino Médio,turmas_anos_finais_publica,float64,38990,33420,5570,14.285714285714285,899,True,False
Painéis integrados completos,Ensino Médio,turmas_ensino_medio_publica,float64,38990,33420,5570,14.285714285714285,682,True,False
Painéis integrados completos,Ensino Médio,turmas_eja_publica,float64,38990,33420,5570,14.285714285714285,462,True,False
Painéis integrados completos,Ensino Médio,turmas_educacao_especial_publica,float64,38990,33420,5570,14.285714285714285,1219,True,False
Painéis integrados completos,Ensino Médio,salas_existentes_publica,float64,38990,27850,11140,28.57142857142857,1164,True,False
Painéis integrados completos,Ensino Médio,salas_utilizadas_publica,int64,38990,38990,0,0.0,1676,True,False
Painéis integrados completos,Ensino Médio,salas_utilizadas_dentro_publica,int64,38990,38990,0,0.0,1317,True,False
Painéis integrados completos,Ensino Médio,salas_utilizadas_fora_publica,int64,38990,38990,0,0.0,272,True,False
Painéis integrados completos,Ensino Médio,salas_utilizadas_climatizadas_publica,int64,38990,38990,0,0.0,741,True,False
Painéis integrados completos,Ensino Médio,salas_utilizadas_acessiveis_publica,int64,38990,38990,0,0.0,683,True,False
Painéis integrados completos,Ensino Médio,computadores_aluno_publica,float64,38990,27850,11140,28.57142857142857,1288,True,False
Painéis integrados completos,Ensino Médio,computadores_administrativo_publica,float64,38990,27850,11140,28.57142857142857,715,True,False
Painéis integrados completos,Ensino Médio,media_alunos_por_turma_basica_publica,float64,38990,33420,5570,14.285714285714285,26737,True,False
Painéis integrados completos,Ensino Médio,media_alunos_por_docente_basica_publica,float64,38990,33420,5570,14.285714285714285,28848,True,False
Painéis integrados completos,Ensino Médio,media_docentes_por_escola_publica,float64,38990,33420,5570,14.285714285714285,9293,True,False
Painéis integrados completos,Ensino Médio,media_turmas_por_escola_publica,float64,38990,33420,5570,14.285714285714285,8195,True,False
Painéis integrados completos,Ensino Médio,proporcao_escolas_publicas_com_internet,float64,38990,38990,0,0.0,2551,True,False
Painéis integrados completos,Ensino Médio,proporcao_escolas_publicas_com_biblioteca,float64,38990,38990,0,0.0,2492,True,False
Painéis integrados completos,Ensino Médio,proporcao_escolas_publicas_com_lab_informatica,float64,38990,38990,0,0.0,2559,True,False
Painéis integrados completos,Ensino Médio,proporcao_escolas_publicas_com_banheiro_pne,float64,38990,38990,0,0.0,2646,True,False
Painéis integrados completos,Ensino Médio,proporcao_escolas_publicas_com_agua_potavel,float64,38990,38990,0,0.0,1042,True,False
Painéis integrados completos,Ensino Médio,proporcao_escolas_publicas_com_energia_rede_publica,float64,38990,38990,0,0.0,1227,True,False
Painéis integrados completos,Ensino Médio,proporcao_escolas_publicas_com_esgoto_rede_publica,float64,38990,38990,0,0.0,2493,True,False
Painéis integrados completos,Ensino Médio,tx_distorcao_ensino_medio,float64,38990,38924,66,0.16927417286483715,762,True,False
Painéis integrados completos,Ensino Médio,media_had_ensino_medio,float64,38990,38928,62,0.15901513208515006,90,True,False
Painéis integrados completos,Ensino Médio,media_atu_ensino_medio,float64,38990,38928,62,0.15901513208515006,428,True,False
Painéis integrados completos,Ensino Médio,nivel_1_ensino_medio,float64,38990,38928,62,0.15901513208515006,297,True,False
Painéis integrados completos,Ensino Médio,nivel_2_ensino_medio,float64,38990,38928,62,0.15901513208515006,555,True,False
Painéis integrados completos,Ensino Médio,nivel_3_ensino_medio,float64,38990,38928,62,0.15901513208515006,764,True,False
Painéis integrados completos,Ensino Médio,nivel_4_ensino_medio,float64,38990,38928,62,0.15901513208515006,798,True,False
Painéis integrados completos,Ensino Médio,nivel_5_ensino_medio,float64,38990,38928,62,0.15901513208515006,575,True,False
Painéis integrados completos,Ensino Médio,nivel_6_ensino_medio,float64,38990,38928,62,0.15901513208515006,523,True,False
Painéis integrados completos,Ensino Médio,grupo_1_ensino_medio,float64,38990,38928,62,0.15901513208515006,956,True,False
Painéis integrados completos,Ensino Médio,grupo_2_ensino_medio,float64,38990,38928,62,0.15901513208515006,421,True,False
Painéis integrados completos,Ensino Médio,grupo_3_ensino_medio,float64,38990,38928,62,0.15901513208515006,820,True,False
Painéis integrados completos,Ensino Médio,grupo_4_ensino_medio,float64,38990,38928,62,0.15901513208515006,514,True,False
Painéis integrados completos,Ensino Médio,grupo_5_ensino_medio,float64,38990,38928,62,0.15901513208515006,658,True,False
Bases analíticas,Anos Iniciais,ano,Int64,37460,37460,0,0.0,7,True,True
Bases analíticas,Anos Iniciais,sigla_uf,string,37460,37460,0,0.0,27,False,True
Bases analíticas,Anos Iniciais,cod_municipio,Int64,37460,37460,0,0.0,5551,True,True
Bases analíticas,Anos Iniciais,nome_municipio,object,37460,37460,0,0.0,10348,False,True
Bases analíticas,Anos Iniciais,ideb_anos_iniciais,float64,37460,37460,0,0.0,78,True,False
Bases analíticas,Anos Iniciais,populacao,int64,37460,37460,0,0.0,23915,True,False
Bases analíticas,Anos Iniciais,pib,float64,37460,37460,0,0.0,37456,True,False
Bases analíticas,Anos Iniciais,pib_per_capita,float64,37460,37460,0,0.0,37460,True,False
Bases analíticas,Anos Iniciais,origem_pib,object,37460,37460,0,0.0,2,False,False
Bases analíticas,Anos Iniciais,bpc_beneficiarios_pcd,float64,37460,37457,3,0.00800854244527496,3123,True,False
Bases analíticas,Anos Iniciais,bpc_beneficiarios_idosos,float64,37460,37457,3,0.00800854244527496,2753,True,False
Bases analíticas,Anos Iniciais,bpc_beneficiarios_total,float64,37460,37410,50,0.13347570742124934,4269,True,False
Bases analíticas,Anos Iniciais,bpc_valor_pcd,float64,37460,37460,0,0.0,36682,True,False
Bases analíticas,Anos Iniciais,bpc_valor_idosos,float64,37460,37460,0,0.0,34320,True,False
Bases analíticas,Anos Iniciais,bpc_valor_total,float64,37460,37416,44,0.11745862253069943,37066,True,False
Bases analíticas,Anos Iniciais,bolsa_familia_beneficiarios,float64,37460,37459,1,0.0026695141484249867,8345,True,False
Bases analíticas,Anos Iniciais,vacas_ordenhadas_cabecas,float64,37460,36981,479,1.2786972770955685,9509,True,False
Bases analíticas,Anos Iniciais,efetivo_bovino_cabecas,float64,37460,37212,248,0.6620395088093968,25272,True,False
Bases analíticas,Anos Iniciais,efetivo_bubalino_cabecas,float64,37460,18246,19214,51.292044847837694,1972,True,False
Bases analíticas,Anos Iniciais,efetivo_caprino_cabecas,float64,37460,34146,3314,8.846769887880406,5826,True,False
Bases analíticas,Anos Iniciais,efetivo_codornas_cabecas,float64,37460,6549,30911,82.51735184196475,1722,True,False
Bases analíticas,Anos Iniciais,efetivo_equino_cabecas,float64,37460,37055,405,1.0811532301121196,5456,True,False
Bases analíticas,Anos Iniciais,efetivo_galinaceos_total_cabecas,float64,37460,36788,672,1.7939135077415909,21817,True,False
Bases analíticas,Anos Iniciais,efetivo_ovino_cabecas,float64,37460,35596,1864,4.975974372664175,8679,True,False
Bases analíticas,Anos Iniciais,efetivo_suino_total_cabecas,float64,37460,36816,644,1.7191671115856912,11314,True,False
Bases analíticas,Anos Iniciais,valor_producao_total_mil_reais,float64,37460,37164,296,0.7901761879337961,21175,True,False
Bases analíticas,Anos Iniciais,valor_producao_extracao_vegetal_total_mil_reais,float64,37460,23377,14083,37.594767752269085,4585,True,False
Bases analíticas,Anos Iniciais,valor_producao_aquicultura_total_mil_reais,float64,37460,21733,15727,41.98344901227976,4813,True,False
Bases analíticas,Anos Iniciais,area_plantada_destinada_colheita_ha_total,float64,37460,36966,494,1.3187399893219436,18836,True,False
Bases analíticas,Anos Iniciais,area_colhida_ha_total,float64,37460,36930,530,1.414842498665243,18715,True,False
Bases analíticas,Anos Iniciais,valor_producao_mil_reais_total,float64,37460,36930,530,1.414842498665243,28113,True,False
Bases analíticas,Anos Iniciais,origem_agropecuaria,object,37460,37453,7,0.018686599038974905,2,False,False
Bases analíticas,Anos Iniciais,tem_importacao,int64,37460,37460,0,0.0,2,True,False
Bases analíticas,Anos Iniciais,tem_exportacao,int64,37460,37460,0,0.0,2,True,False
Bases analíticas,Anos Iniciais,ird_baixa_regularidade,float64,37460,37460,0,0.0,593,True,False
Bases analíticas,Anos Iniciais,ird_media_baixa,float64,37460,37460,0,0.0,755,True,False
Bases analíticas,Anos Iniciais,ird_media_alta,float64,37460,37460,0,0.0,807,True,False
Bases analíticas,Anos Iniciais,ird_alta,float64,37460,37460,0,0.0,627,True,False
Bases analíticas,Anos Iniciais,nivel_1_complexidade_gestao,float64,37460,37460,0,0.0,716,True,False
Bases analíticas,Anos Iniciais,nivel_2_complexidade_gestao,float64,37460,37460,0,0.0,691,True,False
Bases analíticas,Anos Iniciais,nivel_3_complexidade_gestao,float64,37460,37460,0,0.0,599,True,False
Bases analíticas,Anos Iniciais,nivel_4_complexidade_gestao,float64,37460,37460,0,0.0,481,True,False
Bases analíticas,Anos Iniciais,nivel_5_complexidade_gestao,float64,37460,37460,0,0.0,591,True,False
Bases analíticas,Anos Iniciais,nivel_6_complexidade_gestao,float64,37460,37460,0,0.0,285,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas,int64,37460,37460,0,0.0,380,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_localizacao_diferenciada,int64,37460,37460,0,0.0,120,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_infantil,float64,37460,31983,5477,14.620928990923652,238,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_creche,float64,37460,31983,5477,14.620928990923652,157,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_pre_escola,float64,37460,31983,5477,14.620928990923652,226,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_anos_iniciais,float64,37460,31983,5477,14.620928990923652,259,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_anos_finais,float64,37460,31983,5477,14.620928990923652,203,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_ensino_medio,float64,37460,31983,5477,14.620928990923652,125,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_eja,int64,37460,37460,0,0.0,163,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_educacao_especial,float64,37460,31983,5477,14.620928990923652,322,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_educacao_especial_classe_comum,float64,37460,31983,5477,14.620928990923652,326,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_educacao_especial_exclusiva,float64,37460,31983,5477,14.620928990923652,53,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_agua_potavel,int64,37460,37460,0,0.0,310,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_agua_rede_publica,int64,37460,37460,0,0.0,344,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_energia_rede_publica,int64,37460,37460,0,0.0,371,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_esgoto_rede_publica,int64,37460,37460,0,0.0,307,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_banheiro,int64,37460,37460,0,0.0,312,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_banheiro_pne,int64,37460,37460,0,0.0,272,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_biblioteca,int64,37460,37460,0,0.0,241,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_sala_leitura,int64,37460,37460,0,0.0,189,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_lab_ciencias,int64,37460,37460,0,0.0,134,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_lab_informatica,int64,37460,37460,0,0.0,244,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_quadra_esportes,int64,37460,37460,0,0.0,253,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_quadra_esportes_coberta,int64,37460,37460,0,0.0,201,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_refeitorio,int64,37460,37460,0,0.0,289,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_cozinha,int64,37460,37460,0,0.0,374,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_internet,int64,37460,37460,0,0.0,346,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_internet_alunos,int64,37460,37460,0,0.0,191,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_internet_administrativo,int64,37460,37460,0,0.0,298,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_computador,int64,37460,37460,0,0.0,359,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_dependencias_pne,float64,37460,26553,10907,29.11639081687133,155,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_acessibilidade_rampas,int64,37460,37460,0,0.0,228,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_acessibilidade_corrimao,int64,37460,37460,0,0.0,171,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_acessibilidade_pisos_tateis,int64,37460,37460,0,0.0,104,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_com_acessibilidade_vao_livre,int64,37460,37460,0,0.0,196,True,False
Bases analíticas,Anos Iniciais,qtd_escolas_publicas_sem_acessibilidade,int64,37460,37460,0,0.0,188,True,False
Bases analíticas,Anos Iniciais,matriculas_basica_publica,float64,37460,31983,5477,14.620928990923652,11762,True,False
Bases analíticas,Anos Iniciais,matriculas_anos_iniciais_publica,float64,37460,31983,5477,14.620928990923652,6471,True,False
Bases analíticas,Anos Iniciais,matriculas_anos_finais_publica,float64,37460,31983,5477,14.620928990923652,5804,True,False
Bases analíticas,Anos Iniciais,matriculas_ensino_medio_publica,float64,37460,31983,5477,14.620928990923652,4585,True,False
Bases analíticas,Anos Iniciais,matriculas_eja_publica,float64,37460,31983,5477,14.620928990923652,3206,True,False
Bases analíticas,Anos Iniciais,matriculas_educacao_especial_publica,float64,37460,31983,5477,14.620928990923652,1678,True,False
Bases analíticas,Anos Iniciais,docentes_basica_publica,float64,37460,31983,5477,14.620928990923652,2452,True,False
Bases analíticas,Anos Iniciais,docentes_anos_iniciais_publica,float64,37460,31983,5477,14.620928990923652,1187,True,False
Bases analíticas,Anos Iniciais,docentes_anos_finais_publica,float64,37460,31983,5477,14.620928990923652,1292,True,False
Bases analíticas,Anos Iniciais,docentes_ensino_medio_publica,float64,37460,31983,5477,14.620928990923652,1096,True,False
Bases analíticas,Anos Iniciais,docentes_eja_publica,float64,37460,31983,5477,14.620928990923652,677,True,False
Bases analíticas,Anos Iniciais,docentes_educacao_especial_publica,float64,37460,31983,5477,14.620928990923652,1873,True,False
Bases analíticas,Anos Iniciais,turmas_basica_publica,float64,37460,31983,5477,14.620928990923652,2070,True,False
Bases analíticas,Anos Iniciais,turmas_anos_iniciais_publica,float64,37460,31983,5477,14.620928990923652,1061,True,False
Bases analíticas,Anos Iniciais,turmas_anos_finais_publica,float64,37460,31983,5477,14.620928990923652,896,True,False
Bases analíticas,Anos Iniciais,turmas_ensino_medio_publica,float64,37460,31983,5477,14.620928990923652,679,True,False
Bases analíticas,Anos Iniciais,turmas_eja_publica,float64,37460,31983,5477,14.620928990923652,461,True,False
Bases analíticas,Anos Iniciais,turmas_educacao_especial_publica,float64,37460,31983,5477,14.620928990923652,1215,True,False
Bases analíticas,Anos Iniciais,salas_existentes_publica,float64,37460,26553,10907,29.11639081687133,1161,True,False
Bases analíticas,Anos Iniciais,salas_utilizadas_publica,int64,37460,37460,0,0.0,1673,True,False
Bases analíticas,Anos Iniciais,salas_utilizadas_dentro_publica,int64,37460,37460,0,0.0,1313,True,False
Bases analíticas,Anos Iniciais,salas_utilizadas_fora_publica,int64,37460,37460,0,0.0,268,True,False
Bases analíticas,Anos Iniciais,salas_utilizadas_climatizadas_publica,int64,37460,37460,0,0.0,740,True,False
Bases analíticas,Anos Iniciais,salas_utilizadas_acessiveis_publica,int64,37460,37460,0,0.0,682,True,False
Bases analíticas,Anos Iniciais,computadores_aluno_publica,float64,37460,26553,10907,29.11639081687133,1286,True,False
Bases analíticas,Anos Iniciais,computadores_administrativo_publica,float64,37460,26553,10907,29.11639081687133,714,True,False
Bases analíticas,Anos Iniciais,media_alunos_por_turma_basica_publica,float64,37460,31983,5477,14.620928990923652,25962,True,False
Bases analíticas,Anos Iniciais,media_alunos_por_docente_basica_publica,float64,37460,31983,5477,14.620928990923652,27923,True,False
Bases analíticas,Anos Iniciais,media_docentes_por_escola_publica,float64,37460,31983,5477,14.620928990923652,9204,True,False
Bases analíticas,Anos Iniciais,media_turmas_por_escola_publica,float64,37460,31983,5477,14.620928990923652,8124,True,False
Bases analíticas,Anos Iniciais,proporcao_escolas_publicas_com_internet,float64,37460,37460,0,0.0,2532,True,False
Bases analíticas,Anos Iniciais,proporcao_escolas_publicas_com_biblioteca,float64,37460,37460,0,0.0,2481,True,False
Bases analíticas,Anos Iniciais,proporcao_escolas_publicas_com_lab_informatica,float64,37460,37460,0,0.0,2551,True,False
Bases analíticas,Anos Iniciais,proporcao_escolas_publicas_com_banheiro_pne,float64,37460,37460,0,0.0,2629,True,False
Bases analíticas,Anos Iniciais,proporcao_escolas_publicas_com_agua_potavel,float64,37460,37460,0,0.0,1023,True,False
Bases analíticas,Anos Iniciais,proporcao_escolas_publicas_com_energia_rede_publica,float64,37460,37460,0,0.0,1206,True,False
Bases analíticas,Anos Iniciais,proporcao_escolas_publicas_com_esgoto_rede_publica,float64,37460,37460,0,0.0,2481,True,False
Bases analíticas,Anos Iniciais,tx_distorcao_anos_iniciais,float64,37460,37455,5,0.013347570742124932,497,True,False
Bases analíticas,Anos Iniciais,media_had_anos_iniciais,float64,37460,37460,0,0.0,76,True,False
Bases analíticas,Anos Iniciais,media_atu_anos_iniciais,float64,37460,37460,0,0.0,273,True,False
Bases analíticas,Anos Iniciais,nivel_1_anos_iniciais,float64,37460,37460,0,0.0,1014,True,False
Bases analíticas,Anos Iniciais,nivel_2_anos_iniciais,float64,37460,37460,0,0.0,647,True,False
Bases analíticas,Anos Iniciais,nivel_3_anos_iniciais,float64,37460,37460,0,0.0,742,True,False
Bases analíticas,Anos Iniciais,nivel_4_anos_iniciais,float64,37460,37460,0,0.0,602,True,False
Bases analíticas,Anos Iniciais,nivel_5_anos_iniciais,float64,37460,37460,0,0.0,212,True,False
Bases analíticas,Anos Iniciais,nivel_6_anos_iniciais,float64,37460,37460,0,0.0,189,True,False
Bases analíticas,Anos Iniciais,grupo_1_anos_iniciais,float64,37460,37455,5,0.013347570742124932,997,True,False
Bases analíticas,Anos Iniciais,grupo_2_anos_iniciais,float64,37460,37455,5,0.013347570742124932,339,True,False
Bases analíticas,Anos Iniciais,grupo_3_anos_iniciais,float64,37460,37455,5,0.013347570742124932,644,True,False
Bases analíticas,Anos Iniciais,grupo_4_anos_iniciais,float64,37460,37455,5,0.013347570742124932,424,True,False
Bases analíticas,Anos Iniciais,grupo_5_anos_iniciais,float64,37460,37455,5,0.013347570742124932,1042,True,False
Bases analíticas,Anos Finais,ano,Int64,37055,37055,0,0.0,7,True,True
Bases analíticas,Anos Finais,sigla_uf,string,37055,37055,0,0.0,27,False,True
Bases analíticas,Anos Finais,cod_municipio,Int64,37055,37055,0,0.0,5563,True,True
Bases analíticas,Anos Finais,nome_municipio,object,37055,37055,0,0.0,10439,False,True
Bases analíticas,Anos Finais,ideb_anos_finais,float64,37055,37055,0,0.0,77,True,False
Bases analíticas,Anos Finais,populacao,int64,37055,37055,0,0.0,23759,True,False
Bases analíticas,Anos Finais,pib,float64,37055,37055,0,0.0,37051,True,False
Bases analíticas,Anos Finais,pib_per_capita,float64,37055,37055,0,0.0,37055,True,False
Bases analíticas,Anos Finais,origem_pib,object,37055,37055,0,0.0,2,False,False
Bases analíticas,Anos Finais,bpc_beneficiarios_pcd,float64,37055,37051,4,0.01079476453919849,3126,True,False
Bases analíticas,Anos Finais,bpc_beneficiarios_idosos,float64,37055,37051,4,0.01079476453919849,2751,True,False
Bases analíticas,Anos Finais,bpc_beneficiarios_total,float64,37055,36997,58,0.1565240858183781,4268,True,False
Bases analíticas,Anos Finais,bpc_valor_pcd,float64,37055,37055,0,0.0,36227,True,False
Bases analíticas,Anos Finais,bpc_valor_idosos,float64,37055,37055,0,0.0,33821,True,False
Bases analíticas,Anos Finais,bpc_valor_total,float64,37055,37006,49,0.1322358656051815,36617,True,False
Bases analíticas,Anos Finais,bolsa_familia_beneficiarios,float64,37055,37054,1,0.0026986911347996224,8332,True,False
Bases analíticas,Anos Finais,vacas_ordenhadas_cabecas,float64,37055,36580,475,1.2818782890298206,9466,True,False
Bases analíticas,Anos Finais,efetivo_bovino_cabecas,float64,37055,36808,247,0.6665767102955067,24997,True,False
Bases analíticas,Anos Finais,efetivo_bubalino_cabecas,float64,37055,17982,19073,51.4721360140332,1955,True,False
Bases analíticas,Anos Finais,efetivo_caprino_cabecas,float64,37055,33774,3281,8.85440561327756,5794,True,False
Bases analíticas,Anos Finais,efetivo_codornas_cabecas,float64,37055,6456,30599,82.57725003373363,1714,True,False
Bases analíticas,Anos Finais,efetivo_equino_cabecas,float64,37055,36651,404,1.0902712184590473,5408,True,False
Bases analíticas,Anos Finais,efetivo_galinaceos_total_cabecas,float64,37055,36390,665,1.794629604641749,21622,True,False
Bases analíticas,Anos Finais,efetivo_ovino_cabecas,float64,37055,35201,1854,5.0033733639185,8603,True,False
Bases analíticas,Anos Finais,efetivo_suino_total_cabecas,float64,37055,36415,640,1.7271623262717584,11290,True,False
Bases analíticas,Anos Finais,valor_producao_total_mil_reais,float64,37055,36761,294,0.7934151936310888,21050,True,False
Bases analíticas,Anos Finais,valor_producao_extracao_vegetal_total_mil_reais,float64,37055,23104,13951,37.649440021589534,4564,True,False
Bases analíticas,Anos Finais,valor_producao_aquicultura_total_mil_reais,float64,37055,21482,15573,42.026717042234516,4789,True,False
Bases analíticas,Anos Finais,area_plantada_destinada_colheita_ha_total,float64,37055,36558,497,1.3412494939954123,18680,True,False
Bases analíticas,Anos Finais,area_colhida_ha_total,float64,37055,36523,532,1.435703683713399,18551,True,False
Bases analíticas,Anos Finais,valor_producao_mil_reais_total,float64,37055,36523,532,1.435703683713399,27838,True,False
Bases analíticas,Anos Finais,origem_agropecuaria,object,37055,37048,7,0.018890837943597357,2,False,False
Bases analíticas,Anos Finais,tem_importacao,int64,37055,37055,0,0.0,2,True,False
Bases analíticas,Anos Finais,tem_exportacao,int64,37055,37055,0,0.0,2,True,False
Bases analíticas,Anos Finais,ird_baixa_regularidade,float64,37055,37055,0,0.0,591,True,False
Bases analíticas,Anos Finais,ird_media_baixa,float64,37055,37055,0,0.0,755,True,False
Bases analíticas,Anos Finais,ird_media_alta,float64,37055,37055,0,0.0,805,True,False
Bases analíticas,Anos Finais,ird_alta,float64,37055,37055,0,0.0,626,True,False
Bases analíticas,Anos Finais,nivel_1_complexidade_gestao,float64,37055,37055,0,0.0,720,True,False
Bases analíticas,Anos Finais,nivel_2_complexidade_gestao,float64,37055,37055,0,0.0,690,True,False
Bases analíticas,Anos Finais,nivel_3_complexidade_gestao,float64,37055,37055,0,0.0,600,True,False
Bases analíticas,Anos Finais,nivel_4_complexidade_gestao,float64,37055,37055,0,0.0,480,True,False
Bases analíticas,Anos Finais,nivel_5_complexidade_gestao,float64,37055,37055,0,0.0,591,True,False
